#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-14T19:27:36 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-14T19:27:37	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-order=I&-c.r=  2&-c.geom=r&-out.src=J/A+A/685/A106/emain&-source=J/A+A/685/A106/emain&-out=Name&-out=RAJ2000&-out=DEJ2000&-out=Exp&-out=zBest&-out=CR500&-out=CTS500&-out=F500&-out=L500&-out=KT&-out=Mgas500&-out=YX500&-out=M500&-out=Fgas500&-out=R500&-out.max=1000&-c.eq=J2000&-c.u=arcmin&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36850106
#Name: J/A+A/685/A106
#Title: eRASS. Galaxy clusters and groups in WGH (Bulbul+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/685/a106	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/685/a106	    IVOID of underlying data collection
#INFO	creator=Bulbul E.	    First author or institution
#INFO	cites=bibcode:2024A&A...685A.106B	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/685/A106	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36850106	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-11-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_685_A106_emain:
#Name: J/A+A/685/A106/emain
#Title: Primary galaxy clusters and groups catalog
#Column	Name	(A23)	Source name, 1eRASS JHHMMSS.s+DDMMSS	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F15.11)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F15.11)	Declination J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Exp	(F6.1)	Average exposure	[ucd=time.expo]
#Column	zBest	(F7.4)	Best available redshift	[ucd=src.redshift]
#Column	CR500	(F8.3)	0.2-2.3keV count rate within R500	[ucd=phot.count;em.X-ray]
#Column	CTS500	(F8.1)	0.2-2.3keV counts within R500	[ucd=phot.count;em.X-ray]
#Column	F500	(F10.3)	? 0.2-2.3keV flux within R500	[ucd=phot.flux;em.X-ray]
#Column	L500	(F9.3)	? 0.2-2.3keV luminosity within R500	[ucd=phys.luminosity;em.X-ray]
#Column	KT	(F6.2)	? Temperature measured by MBProj2D	[ucd=phys.temperature]
#Column	Mgas500	(F7.2)	? Calibrated cluster gas mass within R500	[ucd=phys.mass]
#Column	YX500	(F8.2)	? The mass proxy within R500	[ucd=phys.mass]
#Column	M500	(F7.2)	? CLuster total mass M500 from eROCOP	[ucd=phys.mass]
#Column	Fgas500	(F6.3)	? Cluster gas mass fraction within R500	[ucd=phys.mass]
#Column	R500	(I5)	? Overdensity radius R500 from eROCOP	[ucd=phys.size.radius]
Name;RAJ2000;DEJ2000;Exp;zBest;CR500;CTS500;F500;L500;KT;Mgas500;YX500;M500;Fgas500;R500
1eRASS J012829.2-253901;022.12206535652;-25.65033843393; 136.3; 0.2070;   1.111;   151.4;   106.096;  128.699;  6.35; 352.40; 2245.94;  43.60; 0.081; 1076
1eRASS J012830.9-313448;022.12886224069;-31.58018735608; 140.1; 0.7189;   0.053;     7.4;          ;         ;      ;       ;        ;       ;      ;
1eRASS J012838.7-334905;022.16144870858;-33.81812096968; 142.3; 0.1343;   0.004;     0.6;          ;         ;      ;       ;        ;       ;      ;
1eRASS J012843.7-342303;022.18212973682;-34.38438864563; 142.5; 0.1364;   0.105;    15.0;     9.752;    6.020;      ;  13.50;    0.00;   4.63; 0.028;  523
1eRASS J012906.1-461405;022.27563094752;-46.23486816794; 153.5; 0.1579;   0.159;    24.5;    14.723;   10.523;      ;  10.94;    0.00;   7.22; 0.019;  601
1eRASS J012906.4-364850;022.27693404720;-36.81410176551; 174.0; 0.6108;   0.100;    17.3;     9.444;  126.031;      ;  76.58;    0.00;  19.51; 0.041;  705
1eRASS J012922.8-481056;022.34530389914;-48.18248528161; 154.2; 0.1026;   0.153;    23.6;    13.480;    5.133;  1.15;  11.87;   19.43;   3.75; 0.036;  493
1eRASS J012943.0-643328;022.42958232039;-64.55791316497; 192.3; 0.3223;   1.092;   210.0;   104.695;  333.679;      ; 803.04;    0.00;  72.20; 0.111; 1221
1eRASS J012950.8-581243;022.46197001743;-58.21208848164; 148.5; 0.1018;   0.242;    36.0;    21.066;    6.930;  1.61;  33.02;   52.60;   5.46; 0.062;  558
1eRASS J013007.3-302405;022.53065768275;-30.40164065726; 148.2; 0.2832;   0.422;    62.6;    39.241;  100.380;      ; 266.09;    0.00;  31.68; 0.085;  941
1eRASS J013016.2-383432;022.56780684491;-38.57565372068; 258.9; 0.0761;   0.117;    30.3;     9.527;    1.534;  0.48;   2.08;    1.20;   2.17; 0.011;  414
1eRASS J013046.0-315543;022.69168886564;-31.92861602417; 144.5; 0.4826;   0.100;    14.5;          ;         ;      ;       ;        ;       ;      ;
1eRASS J013050.6-354056;022.71117810744;-35.68241071210; 145.9; 0.1119;   0.128;    18.6;    12.956;    6.796;      ;   5.60;    0.00;   4.20; 0.015;  510
1eRASS J013053.7-321538;022.72392504971;-32.26070965022; 143.0; 0.3860;   0.108;    15.5;     9.939;   51.416;      ; 133.85;    0.00;  15.32; 0.082;  711
1eRASS J013108.1-590445;022.78397917149;-59.07932522012; 154.5; 0.3974;   0.120;    18.5;    10.662;   69.315;      ;  39.33;    0.00;  16.03; 0.025;  718
1eRASS J013109.8-484720;022.79100367478;-48.78911593384; 147.1; 0.1767;   0.124;    18.3;    12.008;   10.209;      ;  11.73;    0.00;   6.35; 0.021;  572
1eRASS J013142.0-343211;022.92517192300;-34.53656033955; 143.3; 0.1579;   0.441;    63.1;    39.882;   29.716;      ; 115.99;    0.00;  15.48; 0.073;  775
1eRASS J013157.5-345051;022.98971593722;-34.84775882579; 144.2; 0.1582;   0.679;    97.9;    63.893;   45.742;      ; 161.61;    0.00;  22.17; 0.072;  874
1eRASS J013206.3-350523;023.02639386332;-35.08986507058; 144.9; 0.5085;   0.056;     8.1;          ;         ;      ;       ;        ;       ;      ;
1eRASS J013211.0-633224;023.04612762323;-63.54005530004; 188.7; 0.4519;   0.051;     9.7;     4.764;   35.760;      ;  15.41;    0.00;  10.67; 0.017;  614
1eRASS J013221.7-310523;023.09055620897;-31.08975363674; 150.0; 0.0724;   0.170;    25.6;    14.083;    2.078;      ;   5.56;    0.00;   2.41; 0.025;  429
1eRASS J013224.4-675047;023.10193174479;-67.84657027950; 189.2; 0.0658;   1.302;   246.3;   116.659;   14.503;      ;  69.21;    0.00;  11.76; 0.058;  729
1eRASS J013225.1-445743;023.10495861041;-44.96216989943; 149.2; 0.3988;   0.109;    16.3;    10.420;   51.743;      ;  72.09;    0.00;  13.32; 0.050;  675
1eRASS J013228.8-640615;023.12029194693;-64.10421524612; 190.5; 0.1644;   0.456;    86.9;    41.573;   33.891;      ; 127.24;    0.00;  17.50; 0.070;  806
1eRASS J013235.2-662342;023.14672030527;-66.39505390662; 201.0; 0.3097;   0.102;    20.6;     9.840;   29.341;      ;  51.94;    0.00;  10.86; 0.046;  652
1eRASS J013244.1-302034;023.18375860993;-30.34287680422; 142.1; 0.1706;   0.260;    36.9;    24.077;   20.529;      ;  49.19;    0.00;  11.06; 0.045;  690
1eRASS J013257.6-430015;023.24002455356;-43.00440123147; 146.5; 0.0882;   1.076;   157.7;    99.373;   20.800;      ;  86.92;    0.00;  14.83; 0.058;  783
1eRASS J013259.8-582107;023.24947380590;-58.35209107076; 152.9; 0.2007;   0.436;    66.6;    37.270;   48.065;  1.16; 123.49;  138.49;  22.03; 0.056;  859
1eRASS J013302.2-274724;023.25936288590;-27.79009647286; 139.7; 0.4209;   0.234;    32.7;    22.500;  126.219;      ; 270.59;    0.00;  28.20; 0.095;  859
1eRASS J013305.2-284227;023.27181211780;-28.70750832410; 141.4; 0.4483;   0.058;     8.1;          ;         ;      ;       ;        ;       ;      ;
1eRASS J013307.2-244728;023.28004756811;-24.79121119714; 136.4; 0.3831;   0.099;    13.5;     9.389;   44.447;      ; 101.17;    0.00;  11.73; 0.076;  651
1eRASS J013311.1-271848;023.29665848801;-27.31350801703; 138.3; 0.2466;   0.610;    84.4;    56.247;  107.232;  1.88; 250.51;  486.40;  34.96; 0.071;  986
1eRASS J013313.1-311229;023.30482707970;-31.20813067798; 149.1; 0.6093;   0.078;    11.7;     6.830;  135.193;  0.79; 119.32;   83.44;  17.11; 0.070;  675
1eRASS J013314.4-731350;023.31030338629;-73.23068735731; 221.2; 0.7440;   0.134;    29.5;    12.541;  441.279;      ; 397.59;    0.00;  38.10; 0.099;  836
1eRASS J013316.8-451224;023.32003082809;-45.20678015834; 147.8; 0.1652;   0.924;   136.5;    86.675;   67.253;  2.63; 219.37;  614.84;  28.77; 0.076;  951
1eRASS J013332.7-203747;023.38628546264;-20.62986538890; 144.1; 0.8463;   0.153;    22.1;    14.015;  470.382;      ; 432.18;    0.00;  32.78; 0.123;  763
1eRASS J013337.2-493457;023.40528158521;-49.58274163891; 141.4; 0.8392;   0.038;     5.4;          ;         ;      ;       ;        ;       ;      ;
1eRASS J013337.8-342525;023.40776844526;-34.42363983402; 143.6; 0.6608;   0.071;    10.2;     6.789;  109.430;      ;  34.23;    0.00;  15.31; 0.024;  637
1eRASS J013341.2-643405;023.42205265126;-64.56826676055; 194.3; 0.3251;   1.290;   250.5;   122.640;  409.509;  7.04; 930.76; 7190.22;  78.43; 0.119; 1253
1eRASS J013356.5-833723;023.48555080801;-83.62327221089; 205.4; 0.2350;   0.084;    17.2;     7.129;   16.639;  1.28;  22.33;   29.20;   7.60; 0.026;  595
1eRASS J013358.8-201952;023.49530296790;-20.33111442852; 143.6; 0.6019;   0.116;    16.6;    10.814;  151.417;      ; 240.72;    0.00;  21.00; 0.102;  725
1eRASS J013403.6-435439;023.51528172437;-43.91100670993; 147.9; 0.4435;   0.065;     9.6;          ;         ;      ;       ;        ;       ;      ;
1eRASS J013415.9-472200;023.56664729455;-47.36690783407; 134.3; 0.1135;   1.492;   200.4;   139.526;   49.153;  2.22; 174.58;  403.69;  26.45; 0.066;  941
1eRASS J013416.0-305110;023.56701559314;-30.85289804349; 143.3; 0.1705;   0.126;    18.1;    11.773;    9.807;      ;  21.63;    0.00;   5.73; 0.038;  554
1eRASS J013417.0-324430;023.57083910523;-32.74184930993; 149.6; 0.0638;   0.180;    27.0;    17.428;    1.830;      ;   0.35;    0.00;   2.92; 0.002;  459
1eRASS J013422.2-260621;023.59262874971;-26.10604018357; 128.1; 0.1599;   1.345;   172.3;   128.319;   90.888;  5.10; 316.12; 1559.61;  36.46; 0.085; 1031
1eRASS J013429.3-283322;023.62223046511;-28.55619170646; 141.4; 0.3627;   0.068;     9.6;          ;         ;      ;       ;        ;       ;      ;
1eRASS J013433.5-272159;023.63968420977;-27.36643159702; 137.0; 0.2407;   0.195;    26.8;    17.351;   29.700;      ;  85.19;    0.00;  13.58; 0.063;  721
1eRASS J013435.6-711541;023.64858443400;-71.26148172314; 202.7; 0.2018;   0.062;    12.5;     5.815;    9.275;      ;   3.11;    0.00;   6.48; 0.006;  571
1eRASS J013437.0-304848;023.65440186483;-30.81344306936; 141.3; 0.1767;   0.110;    15.5;    10.620;    9.100;      ;  10.46;    0.00;   5.23; 0.022;  537
1eRASS J013439.9-222024;023.66633686821;-22.34013959063; 146.4; 0.6760;   0.119;    17.4;    10.500;  231.609;  1.08;  54.79;   72.19;  27.36; 0.022;  769
1eRASS J013449.4-314159;023.70594863566;-31.69983544620; 147.7; 0.0709;   0.168;    24.8;          ;         ;      ;       ;        ;       ;      ;
1eRASS J013456.4-371218;023.73536060072;-37.20500371614; 151.4; 0.9770;   0.069;    10.4;     6.411;  268.065;      ;  13.26;    0.00;  22.69; 0.008;  642
1eRASS J013502.1-614049;023.75880527203;-61.68050702344; 167.8; 0.4363;   0.190;    31.9;    17.889;  120.856;      ; 239.33;    0.00;  25.92; 0.091;  831
1eRASS J013510.0-272734;023.79180626544;-27.45965718841; 136.4; 0.1601;   0.373;    50.8;    34.793;   25.346;  2.06;  65.56;  155.24;  13.53; 0.046;  741
1eRASS J013510.2-742921;023.79276992219;-74.48923562821; 203.5; 0.9371;   0.206;    42.0;    18.289; 1195.311;  1.85; 968.41; 1921.36;  67.79; 0.144;  938
1eRASS J013511.7-584214;023.79880740861;-58.70413382113; 153.0; 0.1971;   0.443;    67.8;    41.594;   48.723;  2.59; 167.23;  451.62;  21.34; 0.078;  851
1eRASS J013514.0-232845;023.80854916833;-23.47932877246; 147.3; 0.2202;   1.242;   182.9;   120.450;  166.008;      ; 391.33;    0.00;  50.39; 0.076; 1124
1eRASS J013516.0-240154;023.81693888195;-24.03190377401; 148.1; 0.2427;   0.006;     0.9;          ;         ;      ;       ;        ;       ;      ;
1eRASS J013519.5-491313;023.83164372626;-49.22039043196; 137.9; 0.1261;   0.121;    16.7;          ;         ;      ;       ;        ;       ;      ;
1eRASS J013522.7-315720;023.84497179416;-31.95563230880; 148.8; 0.1268;   0.156;    23.2;          ;         ;      ;       ;        ;       ;      ;
1eRASS J013540.4-200957;023.91873709594;-20.16602685153; 144.1; 0.3080;   0.191;    27.5;    16.654;   55.143;      ;  84.66;    0.00;  16.98; 0.048;  758
1eRASS J013554.4-590428;023.97670664207;-59.07448375872; 156.3; 0.5037;   0.228;    35.7;    20.972;  212.674;  2.20; 441.23; 1086.88;  35.94; 0.119;  902
1eRASS J013555.8-204453;023.98263614290;-20.74807345684; 144.7; 0.3800;   0.501;    72.5;    46.054;  231.008;      ; 405.17;    0.00;  49.66; 0.083; 1054
1eRASS J013558.5-431518;023.99397387398;-43.25523492083; 146.6; 0.6036;   0.188;    27.5;    16.727;  262.781;      ; 224.55;    0.00;  31.90; 0.071;  833
1eRASS J013606.6-242335;024.02761647207;-24.39332993461; 150.0; 0.2476;   0.272;    40.8;    26.039;   41.741;      ; 133.89;    0.00;  18.01; 0.072;  790
1eRASS J013618.8-340001;024.07837107560;-34.00045820317; 150.7; 0.3069;   0.631;    95.1;    59.220;  178.711;      ; 404.80;    0.00;  47.41; 0.085; 1067
1eRASS J013619.3-270202;024.08053166670;-27.03398831617; 130.4; 0.1301;   0.217;    28.3;    19.204;    9.294;  1.50;  21.18;   34.10;   6.26; 0.032;  579
1eRASS J013630.3-422507;024.12646269512;-42.41886237312; 145.8; 0.8706;   0.084;    12.2;          ;         ;      ;       ;        ;       ;      ;
1eRASS J013633.3-474017;024.13875637179;-47.67145455009; 135.5; 0.2885;   0.207;    28.1;    19.932;   49.672;      ;  91.50;    0.00;  16.56; 0.055;  757
1eRASS J013639.9-294133;024.16628876467;-29.69276818622; 144.3; 0.3156;   0.031;     4.4;          ;         ;      ;       ;        ;       ;      ;
1eRASS J013640.0-363201;024.16702914068;-36.53361420318; 148.9; 0.5409;   0.163;    24.3;    15.417;  165.760;      ; 284.40;    0.00;  28.64; 0.091;  824
1eRASS J013642.0-542600;024.17532397095;-54.43344068568; 142.8; 1.0572;   0.053;     7.6;          ;         ;      ;       ;        ;       ;      ;
1eRASS J013649.8-341701;024.20750440177;-34.28387231549; 148.8; 0.4461;   0.099;    14.7;     9.077;   65.185;  1.56;  99.06;  212.90;  15.41; 0.060;  696
1eRASS J013655.9-344214;024.23311862828;-34.70411433965; 149.3; 0.1380;   0.377;    56.3;    33.798;   18.670;      ;  72.00;    0.00;  11.57; 0.063;  709
1eRASS J013657.8-320241;024.24096029028;-32.04488601737; 144.7; 0.2184;   0.072;    10.4;          ;         ;      ;       ;        ;       ;      ;
1eRASS J013700.0-451522;024.25031775422;-45.25628120687; 130.4; 0.2903;   0.386;    50.4;    36.610;   95.748;      ; 260.49;    0.00;  28.17; 0.092;  903
1eRASS J013724.5-235231;024.35242121630;-23.87528006429; 149.7; 0.4665;   0.135;    20.2;    12.797;   94.732;      ;  89.02;    0.00;  20.74; 0.047;  762
1eRASS J013729.2-195637;024.37196175526;-19.94364313100; 143.7; 0.2700;   1.824;   262.1;   173.672;  371.354;  4.33; 662.69; 2971.25;  75.15; 0.088; 1261
1eRASS J013735.8-434823;024.39956447164;-43.80656537501; 149.7; 0.0893;   0.477;    71.3;    43.905;    9.494;      ;  44.51;    0.00;   7.78; 0.056;  631
1eRASS J013749.2-630943;024.45501825204;-63.16198622479; 188.8; 0.5586;   0.215;    40.6;    20.073;  235.273;      ; 281.44;    0.00;  38.54; 0.072;  903
1eRASS J013803.9-215530;024.51664431064;-21.92513163975; 145.9; 0.3485;   2.291;   334.2;   213.580;  878.571;  2.88; 924.90; 2657.74; 106.85; 0.086; 1377
1eRASS J013804.7-341656;024.51991935173;-34.28241358802; 152.4; 0.2796;   0.075;    11.5;          ;         ;      ;       ;        ;       ;      ;
1eRASS J013805.7-285529;024.52407644373;-28.92481173954; 141.1; 0.6393;   0.043;     6.1;          ;         ;      ;       ;        ;       ;      ;
1eRASS J013809.4-733651;024.53917370804;-73.61439581247; 213.1; 0.0646;   0.742;   158.1;    71.364;   10.436;      ;  52.16;    0.00;   8.78; 0.060;  662
1eRASS J013813.5-503413;024.55641835375;-50.57051478103; 140.7; 0.1625;   0.302;    42.4;    24.425;   21.322;  0.49;  73.44;   39.93;  11.68; 0.063;  705
1eRASS J013818.7-230233;024.57817912173;-23.04257707913; 147.1; 0.2057;   0.559;    82.3;    53.211;   62.557;      ; 209.53;    0.00;  25.86; 0.081;  905
1eRASS J013820.2-480234;024.58421930932;-48.04280594278; 136.6; 0.2829;   0.139;    19.0;    13.036;   29.917;      ;  70.35;    0.00;  11.70; 0.060;  675
1eRASS J013823.3-743011;024.59729190807;-74.50321161434; 206.4; 0.3131;   0.082;    17.0;     7.326;   36.039;  1.34;  89.29;  128.55;  12.33; 0.070;  680
1eRASS J013827.7-343133;024.61551060809;-34.52591382120; 155.3; 0.2794;   0.084;    13.0;          ;         ;      ;       ;        ;       ;      ;
1eRASS J013828.8-371359;024.62031068581;-37.23329052639; 152.4; 0.4821;   0.148;    22.5;    13.316;  118.863;  1.27; 221.01;  330.39;  24.03; 0.088;  795
1eRASS J013832.7-435157;024.63651908141;-43.86588846701; 149.9; 0.0882;   0.150;    22.5;          ;         ;      ;       ;        ;       ;      ;
1eRASS J013839.9-300846;024.66658068103;-30.14636112869; 144.4; 0.2454;   0.587;    84.7;    55.945;   99.210;      ; 254.00;    0.00;  32.74; 0.076;  965
1eRASS J013857.9-310006;024.74141992143;-31.00193977143; 145.8; 0.2101;   0.463;    67.5;    42.281;   56.565;      ; 180.14;    0.00;  22.76; 0.078;  866
1eRASS J013858.9-364600;024.74546675740;-36.76675288536; 149.0; 1.0905;   0.112;    16.7;    10.457;  594.393;      ; 352.88;    0.00;  31.62; 0.103;  686
1eRASS J013903.7-530323;024.76556958363;-53.05665854463; 138.6; 0.5558;   0.097;    13.5;     9.053;  106.687;      ;  56.18;    0.00;  18.68; 0.031;  710
1eRASS J013913.4-303100;024.80622202589;-30.51693403682; 146.9; 1.0628;   0.126;    18.5;    11.383;  692.580;  1.47; 133.87;  292.99;  29.50; 0.048;  677
1eRASS J013913.7-293352;024.80734346813;-29.56457962687; 142.2; 0.2126;   0.225;    31.9;    20.205;   28.444;  1.41;  57.83;   85.45;  12.15; 0.046;  702
1eRASS J013927.7-383135;024.86542349251;-38.52648959824; 155.3; 0.4229;   0.239;    37.1;    22.272;  140.093;      ; 131.03;    0.00;  29.67; 0.046;  873
1eRASS J013934.7-305804;024.89461918720;-30.96796301661; 146.2; 0.2878;   0.356;    52.0;    33.718;   86.464;      ; 174.31;    0.00;  26.48; 0.061;  885
1eRASS J013938.5-580419;024.91057144927;-58.07197089343; 155.6; 0.7481;   0.108;    16.8;     9.800;  201.574;      ; 244.60;    0.00;  25.28; 0.093;  728
1eRASS J013952.5-381851;024.96879743036;-38.31420496266; 151.6; 0.4001;   0.149;    22.6;    13.910;   75.550;      ; 139.64;    0.00;  18.73; 0.071;  756
1eRASS J013954.2-435507;024.97598941593;-43.91868853384; 145.0; 0.5498;   0.114;    16.5;    10.678;  116.045;      ; 122.91;    0.00;  19.26; 0.058;  719
1eRASS J013959.4-274123;024.99750863363;-27.68983138970; 145.4; 0.2291;   0.363;    52.8;    34.457;   53.650;      ; 146.26;    0.00;  21.01; 0.066;  837
1eRASS J013959.6-455145;024.99854537182;-45.86259362987; 130.6; 0.3099;   0.088;    11.5;     8.396;   24.574;      ;  17.80;    0.00;   9.48; 0.020;  623
1eRASS J014005.5-341036;025.02329020440;-34.17683461459; 157.4; 0.3921;   1.531;   241.0;   146.993;  664.874;      ; 851.93;    0.00;  96.97; 0.088; 1311
1eRASS J014012.2-200641;025.05084251438;-20.11151668446; 144.9; 0.3855;   0.220;    31.9;    20.725;   96.058;      ; 174.29;    0.00;  23.91; 0.073;  824
1eRASS J014014.0-290519;025.05847351475;-29.08888263931; 134.0; 0.2077;   0.234;    31.3;    21.822;   28.054;      ;  93.94;    0.00;  13.27; 0.065;  724
1eRASS J014014.1-765039;025.05898099742;-76.84425645200; 203.2; 0.3355;   0.041;     8.4;          ;         ;      ;       ;        ;       ;      ;
1eRASS J014030.8-291650;025.12861478694;-29.28080825731; 134.2; 0.2804;   0.046;     6.2;          ;         ;      ;       ;        ;       ;      ;
1eRASS J014033.2-790355;025.13838842811;-79.06528295301; 211.1; 0.1165;   0.628;   132.6;    57.663;   26.591;  1.67; 110.62;  190.01;  16.00; 0.068;  795
1eRASS J014036.4-653649;025.15194283621;-65.61373428035; 201.0; 0.1458;   0.064;    13.0;     5.754;    3.763;      ;   1.31;    0.00;   3.93; 0.004;  493
1eRASS J014041.8-543206;025.17432355552;-54.53508907810; 144.4; 0.0905;   1.444;   208.6;   135.080;   30.087;      ; 138.93;    0.00;  18.63; 0.075;  844
1eRASS J014053.7-270907;025.22403365804;-27.15203301969; 155.6; 0.5399;   0.169;    26.3;    15.753;  166.597;      ; 207.93;    0.00;  27.00; 0.072;  808
1eRASS J014057.4-230142;025.23938668269;-23.02846301645; 149.3; 0.2082;   0.230;    34.3;    21.596;   27.585;  1.66;  74.87;  157.07;  12.26; 0.059;  705
1eRASS J014102.4-475827;025.26008729650;-47.97438267486; 137.0; 0.1772;   0.215;    29.4;    19.089;   17.233;  1.20;  33.11;   46.08;   9.04; 0.038;  644
1eRASS J014107.2-274537;025.28040288156;-27.76033108800; 153.4; 0.5461;   0.126;    19.4;    11.216;  141.220;      ;  29.74;    0.00;  23.23; 0.017;  767
1eRASS J014117.1-225956;025.32132358155;-22.99902617846; 147.5; 0.2092;   0.028;     4.2;          ;         ;      ;       ;        ;       ;      ;
1eRASS J014121.3-764941;025.33901326617;-76.82812273464; 203.6; 0.4869;   0.118;    24.1;    10.122;  121.132;  1.25;   7.38;   14.60;  20.09; 0.005;  748
1eRASS J014129.7-202432;025.37390407614;-20.40903817266; 146.0; 0.2769;   1.022;   149.2;    93.502;  227.761;  1.75; 538.09;  937.59;  57.99; 0.093; 1154
1eRASS J014143.4-200059;025.43088391730;-20.01664183789; 143.1; 0.2738;   0.310;    44.4;    29.527;   66.116;      ; 181.19;    0.00;  23.33; 0.078;  853
1eRASS J014149.1-245148;025.45469265863;-24.86351507768; 152.5; 0.2394;   0.100;    15.3;     9.279;   14.921;      ;  14.13;    0.00;   7.78; 0.021;  599
1eRASS J014205.9-745855;025.52482559329;-74.98217933118; 207.9; 0.0788;   1.051;   218.5;    89.905;   21.664;  1.23;  99.52;  120.55;  15.71; 0.063;  800
1eRASS J014210.2-544831;025.54288370808;-54.80887698708; 145.3; 0.1803;   0.067;     9.7;          ;         ;      ;       ;        ;       ;      ;
1eRASS J014216.6-195547;025.56934100122;-19.92991963606; 140.3; 0.2770;   0.214;    30.0;    18.704;   46.792;      ; 119.48;    0.00;  16.01; 0.070;  751
1eRASS J014217.1-313714;025.57165192951;-31.62077239186; 147.3; 0.4725;   0.052;     7.7;          ;         ;      ;       ;        ;       ;      ;
1eRASS J014217.2-443130;025.57191686673;-44.52503366898; 130.0; 0.6035;   0.018;     2.3;          ;         ;      ;       ;        ;       ;      ;
1eRASS J014220.3-685315;025.58490970678;-68.88758123075; 213.7; 0.5845;   0.094;    20.2;     8.074;  151.282;  1.24; 122.55;  199.24;  22.37; 0.049;  746
1eRASS J014222.0-334058;025.59174596709;-33.68284606673; 146.5; 0.1759;   0.457;    66.9;    43.566;   38.829;      ;  89.01;    0.00;  19.12; 0.047;  827
1eRASS J014225.0-222649;025.60448638833;-22.44720372325; 147.1; 0.3848;   0.081;    11.9;     7.651;   32.049;      ;  31.29;    0.00;  11.30; 0.029;  642
1eRASS J014231.0-445306;025.62921905931;-44.88522316023; 129.0; 0.3880;   0.086;    11.1;          ;         ;      ;       ;        ;       ;      ;
1eRASS J014246.9-314245;025.69575641093;-31.71253491216; 150.1; 0.8388;   0.038;     5.7;          ;         ;      ;       ;        ;       ;      ;
1eRASS J014300.4-205005;025.75183846466;-20.83495316840; 148.0; 0.2800;   0.078;    11.5;          ;         ;      ;       ;        ;       ;      ;
1eRASS J014314.1-372046;025.80890950935;-37.34630964388; 151.1; 0.2490;   0.050;     7.5;          ;         ;      ;       ;        ;       ;      ;
1eRASS J014315.1-582807;025.81305725498;-58.46877084204; 157.9; 0.1967;   0.515;    81.3;    47.735;   56.668;      ; 183.80;    0.00;  23.64; 0.076;  881
1eRASS J014318.8-713652;025.82843835458;-71.61451997142; 208.8; 0.9653;   0.136;    28.5;    12.645;  634.599;      ; 572.56;    0.00;  39.37; 0.143;  774
1eRASS J014321.0-682222;025.83751483360;-68.37279952677; 197.8; 1.0992;   0.053;    10.4;     4.821;  310.455;      ;  34.55;    0.00;  20.44; 0.021;  591
1eRASS J014324.0-461328;025.85021970657;-46.22446053428; 133.4; 0.1584;   0.644;    85.9;    61.299;   42.066;      ; 157.44;    0.00;  20.43; 0.077;  850
1eRASS J014324.3-335653;025.85140709820;-33.94829096449; 150.7; 0.2818;   0.228;    34.4;    21.391;   53.412;      ;  79.08;    0.00;  18.02; 0.043;  780
1eRASS J014324.4-694300;025.85204245518;-69.71688680933; 206.1; 0.3473;   0.118;    24.3;    10.466;   51.172;      ;  64.30;    0.00;  15.09; 0.044;  718
1eRASS J014345.1-261733;025.93814783931;-26.29259485883; 154.7; 0.3281;   0.187;    28.9;    17.491;   55.753;      ; 144.08;    0.00;  17.93; 0.081;  766
1eRASS J014359.0-651227;025.99589339557;-65.20764143676; 201.4; 0.3369;   0.139;    28.0;    13.234;   49.591;      ;  44.80;    0.00;  15.46; 0.031;  726
1eRASS J014405.9-633900;026.02463480401;-63.65012049580; 196.1; 0.5153;   0.074;    14.6;          ;         ;      ;       ;        ;       ;      ;
1eRASS J014406.8-264634;026.02864753753;-26.77630710040; 155.7; 0.3625;   0.081;    12.7;     7.499;   33.157;      ;  50.32;    0.00;  11.11; 0.046;  644
1eRASS J014410.8-243828;026.04533408721;-24.64136781779; 152.0; 0.3527;   0.164;    25.0;    14.723;   63.234;  1.17;  41.34;   77.60;  18.72; 0.026;  769
1eRASS J014416.1-725505;026.06747460271;-72.91810518198; 224.4; 0.0875;   0.278;    62.4;    25.888;    6.645;      ;  35.27;    0.00;   6.00; 0.059;  579
